State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,ResponseNumeric
IA,Iowa,962.4524417,No,Extended,Master,1/20/2011,Employed,F,25629,Suburban,Single,124,3,70,2,6,Corporate Auto,Corporate L3,Hail,Agent,595.2,Sports Car,Medsize,0
KS,Kansas,501.5009472,Yes,Extended,Bachelor,2/3/2011,Employed,F,48567,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Hail,Agent,624,SUV,Medsize,1
MO,Missouri,694.8422239,No,Basic,Doctor,2/7/2011,Unemployed,M,0,Suburban,Married,196,0,73,2,1,Personal Auto,Personal L3,Collision,Branch,1337.063487,Luxury SUV,Large,0
KS,Kansas,289.6918767,No,Basic,College,2/9/2011,Employed,F,33746,Suburban,Divorced,74,1,6,1,1,Personal Auto,Personal L3,Collision,Agent,355.2,Two-Door Car,Medsize,0
IA,Iowa,2190.391364,No,Extended,Bachelor,2/26/2011,Employed,F,22254,Rural,Married,79,22,75,0,2,Personal Auto,Personal L1,Scratch/Dent,Call Center,125.194389,Four-Door Car,Large,0
OK,Oklahoma,902.8821403,No,Basic,High School or Below,2/14/2011,Employed,M,65974,Rural,Married,113,3,43,0,3,Personal Auto,Personal L3,Scratch/Dent,Agent,235.220971,Sports Car,Medsize,0
IA,Iowa,530.3759534,No,Extended,College,1/2/2011,Unemployed,F,0,Suburban,Single,76,18,63,0,3,Personal Auto,Personal L3,Hail,Agent,395.34111,Four-Door Car,Large,0
KS,Kansas,416.5354461,No,Premium,College,1/3/2011,Medical Leave,M,17161,Suburban,Married,113,1,22,1,1,Corporate Auto,Corporate L1,Collision,Call Center,542.4,Four-Door Car,Small,0
OK,Oklahoma,512.3768112,No,Basic,High School or Below,2/27/2011,Unemployed,M,0,Suburban,Single,74,1,62,0,7,Personal Auto,Personal L1,Collision,Agent,772.798511,Two-Door Car,Medsize,0
IA,Iowa,949.2342964,No,Extended,College,1/15/2011,Unemployed,M,0,Suburban,Married,132,9,85,0,6,Personal Auto,Personal L3,Hail,Agent,633.6,SUV,Medsize,0
IA,Iowa,820.4863191,No,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Married,73,9,14,0,2,Personal Auto,Personal L2,Collision,Agent,350.4,Four-Door Car,Medsize,0
NE,Nebraska,987.7295699,No,Extended,College,1/31/2011,Employed,F,67752,Rural,Single,131,4,40,4,9,Personal Auto,Personal L2,Collision,Web,168.517149,Sports Car,Small,0
MO,Missouri,481.5009736,No,Basic,Bachelor,1/16/2011,Disabled,F,25398,Suburban,Divorced,64,30,80,0,6,Corporate Auto,Corporate L3,Hail,Agent,307.2,Four-Door Car,Medsize,0
MO,Missouri,627.7011679,No,Extended,High School or Below,2/18/2011,Unemployed,M,0,Suburban,Single,88,30,19,0,4,Personal Auto,Personal L3,Collision,Web,633.6,Four-Door Car,Medsize,0
MO,Missouri,826.0639809,No,Basic,High School or Below,1/2/2011,Employed,M,33321,Suburban,Married,105,6,2,0,3,Special Auto,Special L1,Hail,Branch,504,SUV,Medsize,0
OK,Oklahoma,254.9450038,No,Extended,Bachelor,1/20/2011,Unemployed,M,0,Suburban,Single,78,13,32,0,1,Corporate Auto,Corporate L3,Hail,Web,845.654042,Four-Door Car,Small,0
KS,Kansas,450.2679656,No,Basic,Bachelor,1/27/2011,Employed,M,68798,Rural,Single,114,19,69,0,1,Personal Auto,Personal L2,Hail,Call Center,92.915251,SUV,Medsize,0
IA,Iowa,380.3921781,No,Basic,Bachelor,1/26/2011,Medical Leave,F,20325,Suburban,Married,100,4,6,0,1,Personal Auto,Personal L3,Collision,Branch,668.29397,Sports Car,Medsize,0
IA,Iowa,863.54035,No,Basic,Bachelor,2/15/2011,Medical Leave,M,13129,Suburban,Married,117,15,93,0,6,Personal Auto,Personal L3,Collision,Web,700.901632,SUV,Medsize,0
IA,Iowa,551.0558964,No,Basic,High School or Below,1/7/2011,Unemployed,F,0,Suburban,Single,73,24,57,0,4,Personal Auto,Personal L3,Collision,Branch,525.6,Four-Door Car,Large,0
OK,Oklahoma,358.5884123,No,Extended,Master,1/10/2011,Employed,M,49080,Rural,Single,91,14,68,0,1,Corporate Auto,Corporate L2,Collision,Agent,25.299,Four-Door Car,Small,0
OK,Oklahoma,488.925278,No,Basic,College,2/20/2011,Employed,M,42536,Suburban,Divorced,63,30,57,0,6,Personal Auto,Personal L1,Hail,Branch,375.330097,Four-Door Car,Medsize,0
IA,Iowa,275.6941661,No,Basic,Bachelor,1/18/2011,Medical Leave,M,29926,Suburban,Divorced,74,25,34,0,1,Corporate Auto,Corporate L1,Collision,Branch,418.233667,Four-Door Car,Medsize,0
OK,Oklahoma,328.9547398,No,Extended,Doctor,1/24/2011,Unemployed,M,0,Urban,Married,86,5,55,0,1,Corporate Auto,Corporate L3,Hail,Agent,398.240791,Two-Door Car,Medsize,0
MO,Missouri,1093.71785,No,Extended,Bachelor,1/8/2011,Employed,F,21450,Suburban,Married,138,15,35,0,4,Personal Auto,Personal L2,Collision,Branch,938.513425,Sports Car,Medsize,0
MO,Missouri,737.5567916,No,Basic,High School or Below,2/9/2011,Employed,M,33345,Suburban,Single,65,32,52,0,2,Corporate Auto,Corporate L1,Collision,Agent,338.619869,Four-Door Car,Medsize,0
MO,Missouri,1011.077818,No,Extended,Bachelor,2/16/2011,Medical Leave,F,15752,Urban,Married,90,27,37,0,2,Corporate Auto,Corporate L3,Collision,Branch,339.344531,Two-Door Car,Large,0
IA,Iowa,511.9414293,No,Basic,High School or Below,1/10/2011,Employed,F,40169,Urban,Divorced,65,1,47,1,3,Personal Auto,Personal L3,Collision,Call Center,302.818833,Four-Door Car,Medsize,0
MO,Missouri,853.3832013,No,Basic,College,2/28/2011,Disabled,F,26049,Suburban,Married,113,10,15,1,9,Personal Auto,Personal L1,Collision,Web,619.165344,SUV,Medsize,0
OK,Oklahoma,222.4768,No,Basic,College,1/22/2011,Unemployed,M,0,Suburban,Single,68,3,4,0,1,Personal Auto,Personal L3,Hail,Web,326.4,Four-Door Car,Medsize,0
NE,Nebraska,804.2803784,No,Basic,Doctor,1/5/2011,Employed,M,55411,Urban,Married,100,24,53,0,4,Personal Auto,Personal L2,Hail,Web,259.561195,Sports Car,Medsize,0
IA,Iowa,255.4437138,No,Basic,College,1/21/2011,Medical Leave,M,12459,Suburban,Married,70,4,41,0,1,Personal Auto,Personal L2,Hail,Branch,336,Four-Door Car,Small,0
IA,Iowa,1807.393999,No,Extended,Bachelor,1/24/2011,Employed,M,64620,Suburban,Married,76,24,32,1,2,Personal Auto,Personal L2,Collision,Agent,364.8,Two-Door Car,Small,0
MO,Missouri,243.0506586,No,Basic,Bachelor,1/14/2011,Employed,M,83140,Urban,Married,61,25,70,0,1,Corporate Auto,Corporate L3,Other,Agent,179.161843,Four-Door Car,Medsize,0
IA,Iowa,316.7658442,No,Extended,Bachelor,1/19/2011,Unemployed,F,0,Suburban,Single,92,20,50,0,1,Corporate Auto,Corporate L1,Other,Web,662.4,Four-Door Car,Medsize,0
NE,Nebraska,546.5603983,No,Basic,Bachelor,1/31/2011,Employed,F,54422,Rural,Married,68,9,8,0,5,Corporate Auto,Corporate L3,Collision,Branch,75.501852,Four-Door Car,Medsize,0
MO,Missouri,1035.751422,No,Extended,College,2/16/2011,Employed,M,68309,Rural,Divorced,131,4,67,0,9,Corporate Auto,Corporate L3,Collision,Web,306.983596,SUV,Small,0
MO,Missouri,253.7813878,No,Basic,High School or Below,1/12/2011,Employed,M,56621,Rural,Married,65,27,36,2,1,Personal Auto,Personal L2,Hail,Branch,84.026848,Four-Door Car,Medsize,0
NE,Nebraska,282.1947219,No,Basic,College,1/6/2011,Employed,F,38977,Rural,Married,70,27,22,0,1,Special Auto,Special L2,Collision,Agent,139.489926,Four-Door Car,Medsize,0
NE,Nebraska,775.7128146,No,Premium,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Divorced,111,32,13,0,3,Corporate Auto,Corporate L2,Collision,Branch,607.4459,Two-Door Car,Medsize,0
NE,Nebraska,407.9132667,No,Premium,High School or Below,2/18/2011,Unemployed,M,0,Suburban,Married,114,12,43,0,1,Corporate Auto,Corporate L2,Other,Branch,631.124372,Two-Door Car,Medsize,0
NE,Nebraska,595.5544552,No,Extended,College,2/7/2011,Unemployed,F,0,Suburban,Single,83,35,87,0,8,Personal Auto,Personal L3,Collision,Agent,628.023494,Four-Door Car,Medsize,0
IA,Iowa,1415.861364,No,Basic,Bachelor,2/26/2011,Employed,F,83235,Suburban,Married,70,16,33,0,2,Personal Auto,Personal L3,Hail,Agent,336,Two-Door Car,Medsize,0
OK,Oklahoma,848.7238032,No,Basic,College,1/5/2011,Unemployed,M,0,Suburban,Married,74,7,93,0,2,Personal Auto,Personal L2,Collision,Agent,426.655599,Two-Door Car,Medsize,0
NE,Nebraska,628.5476868,No,Extended,College,2/10/2011,Employed,M,32390,Rural,Married,80,20,36,0,8,Personal Auto,Personal L3,Collision,Call Center,91.417923,Four-Door Car,Medsize,0
IA,Iowa,1147.348149,No,Extended,High School or Below,1/12/2011,Employed,F,66538,Urban,Married,95,14,64,0,2,Personal Auto,Personal L3,Hail,Agent,317.844812,Two-Door Car,Medsize,0
KS,Kansas,231.0882998,No,Basic,Bachelor,1/1/2011,Unemployed,F,0,Suburban,Single,64,12,24,0,1,Personal Auto,Personal L3,Hail,Agent,460.8,Four-Door Car,Medsize,0
IA,Iowa,2359.46802,Yes,Basic,Bachelor,1/31/2011,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,86.461582,Four-Door Car,Medsize,1
KS,Kansas,251.459196,Yes,Basic,High School or Below,2/14/2011,Employed,F,43860,Rural,Single,65,15,58,0,1,Personal Auto,Personal L3,Hail,Agent,156.124914,Four-Door Car,Medsize,1
NE,Nebraska,538.0898636,Yes,Basic,College,2/24/2011,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Collision,Agent,321.6,Four-Door Car,Medsize,1
MO,Missouri,477.0550911,Yes,Basic,College,2/1/2011,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L1,Collision,Web,362.774545,Two-Door Car,Medsize,1
NE,Nebraska,675.6651404,No,Extended,Master,1/6/2011,Employed,F,33288,Urban,Married,86,1,27,2,9,Personal Auto,Personal L3,Collision,Branch,221.856184,Four-Door Car,Medsize,0
NE,Nebraska,593.6011773,No,Extended,College,1/27/2011,Unemployed,F,0,Suburban,Single,84,31,25,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,980.169081,Four-Door Car,Medsize,0
NE,Nebraska,357.0760509,No,Extended,Bachelor,1/7/2011,Employed,F,56168,Suburban,Married,88,13,20,0,1,Personal Auto,Personal L1,Collision,Branch,614.675906,Four-Door Car,Small,0
MO,Missouri,601.9960469,No,Extended,College,1/31/2011,Unemployed,M,0,Suburban,Single,92,3,28,0,4,Personal Auto,Personal L3,Collision,Agent,662.4,Four-Door Car,Medsize,0
IA,Iowa,542.6863953,No,Basic,High School or Below,2/25/2011,Employed,M,23105,Suburban,Married,69,15,21,0,3,Personal Auto,Personal L3,Hail,Agent,331.2,Two-Door Car,Small,0
IA,Iowa,273.0313804,No,Basic,Master,1/3/2011,Employed,F,36218,Rural,Married,68,6,83,0,1,Personal Auto,Personal L1,Scratch/Dent,Branch,145.252168,Four-Door Car,Large,0
MO,Missouri,498.2681374,No,Basic,High School or Below,2/27/2011,Employed,F,52275,Suburban,Married,62,6,88,0,5,Corporate Auto,Corporate L3,Scratch/Dent,Branch,374.240783,Four-Door Car,Medsize,0
IA,Iowa,876.9266756,No,Basic,College,1/19/2011,Employed,F,49665,Suburban,Single,74,5,51,0,2,Personal Auto,Personal L3,Scratch/Dent,Web,355.2,Four-Door Car,Large,0
OK,Oklahoma,422.0613534,No,Premium,High School or Below,1/31/2011,Employed,M,32471,Suburban,Single,110,0,87,0,1,Personal Auto,Personal L2,Hail,Agent,528,Two-Door Car,Medsize,0
NE,Nebraska,1153.750507,No,Extended,High School or Below,1/21/2011,Unemployed,M,0,Suburban,Single,86,12,89,1,2,Corporate Auto,Corporate L1,Collision,Agent,619.2,Two-Door Car,Medsize,0
MO,Missouri,588.7182043,No,Basic,Master,2/14/2011,Employed,F,62773,Rural,Married,73,19,57,0,9,Personal Auto,Personal L3,Other,Branch,80.669257,Four-Door Car,Medsize,0
MO,Missouri,470.0583771,No,Basic,College,2/18/2011,Employed,F,76694,Suburban,Married,117,34,23,0,1,Personal Auto,Personal L1,Other,Agent,561.6,SUV,Medsize,0
IA,Iowa,1096.395723,Yes,Premium,High School or Below,2/8/2011,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,Personal Auto,Personal L3,Collision,Agent,1324.8,Luxury SUV,Medsize,1
NE,Nebraska,252.3171245,No,Basic,High School or Below,1/30/2011,Unemployed,F,0,Suburban,Single,70,20,81,0,1,Personal Auto,Personal L1,Collision,Branch,504,Four-Door Car,Small,0
OK,Oklahoma,375.7804716,No,Extended,Doctor,1/28/2011,Employed,M,36633,Suburban,Single,96,20,61,1,1,Personal Auto,Personal L2,Hail,Call Center,460.8,Four-Door Car,Medsize,0
IA,Iowa,1294.173353,No,Basic,High School or Below,1/24/2011,Employed,M,77060,Urban,Married,106,23,90,0,2,Personal Auto,Personal L2,Collision,Branch,468.566133,SUV,Medsize,0
OK,Oklahoma,376.4465074,No,Extended,Bachelor,2/17/2011,Employed,F,92600,Suburban,Single,94,9,48,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Web,842.43785,Two-Door Car,Small,0
MO,Missouri,688.9557028,No,Basic,High School or Below,2/4/2011,Unemployed,M,0,Suburban,Single,66,2,75,0,2,Personal Auto,Personal L3,Collision,Branch,475.2,Four-Door Car,Small,0
OK,Oklahoma,362.3454198,No,Basic,College,1/20/2011,Unemployed,M,0,Suburban,Single,111,6,24,2,1,Corporate Auto,Corporate L2,Collision,Agent,1171.93117,SUV,Medsize,0
NE,Nebraska,758.2113842,Yes,Basic,College,2/3/2011,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L3,Hail,Web,268.471802,Four-Door Car,Medsize,1
IA,Iowa,827.774558,No,Premium,College,2/6/2011,Employed,F,45257,Suburban,Married,103,33,90,0,4,Corporate Auto,Corporate L1,Scratch/Dent,Call Center,494.4,Two-Door Car,Medsize,0
MO,Missouri,257.6455597,No,Basic,High School or Below,1/22/2011,Medical Leave,M,26854,Suburban,Married,66,31,70,0,1,Personal Auto,Personal L3,Collision,Agent,475.2,Four-Door Car,Small,0
IA,Iowa,820.5387936,No,Basic,College,2/22/2011,Employed,F,85840,Rural,Married,102,14,79,2,4,Corporate Auto,Corporate L3,Hail,Agent,138.722385,SUV,Medsize,0
IA,Iowa,1958.246887,No,Basic,Doctor,1/29/2011,Medical Leave,F,26463,Suburban,Married,72,28,93,0,2,Corporate Auto,Corporate L2,Collision,Branch,345.6,Four-Door Car,Medsize,0
OK,Oklahoma,648.1526576,No,Extended,Bachelor,1/13/2011,Employed,F,30689,Suburban,Married,81,23,51,0,5,Personal Auto,Personal L2,Other,Branch,467.24802,Four-Door Car,Medsize,0
IA,Iowa,259.9310879,No,Basic,High School or Below,2/13/2011,Employed,M,29590,Suburban,Married,66,17,18,0,1,Corporate Auto,Corporate L3,Hail,Agent,467.503236,Two-Door Car,Small,0
IA,Iowa,983.0337629,No,Premium,College,2/10/2011,Employed,F,25965,Suburban,Divorced,253,15,59,0,1,Personal Auto,Personal L1,Hail,Agent,1214.4,Luxury SUV,Medsize,0
IA,Iowa,1044.265139,No,Extended,Bachelor,1/26/2011,Medical Leave,M,17269,Suburban,Married,139,3,31,0,5,Personal Auto,Personal L1,Collision,Branch,667.2,SUV,Small,0
IA,Iowa,3605.753702,No,Extended,College,2/7/2011,Employed,M,90330,Rural,Single,137,0,86,3,2,Corporate Auto,Corporate L3,Collision,Call Center,192.085299,Sports Car,Medsize,0
MO,Missouri,847.0036773,No,Basic,High School or Below,1/7/2011,Unemployed,F,0,Suburban,Married,113,34,5,0,8,Corporate Auto,Corporate L2,Collision,Call Center,619.973889,SUV,Medsize,0
MO,Missouri,827.8786492,No,Premium,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Married,110,20,66,0,7,Personal Auto,Personal L3,Collision,Agent,1002.782553,Four-Door Car,Medsize,0
MO,Missouri,478.8932598,No,Basic,High School or Below,2/22/2011,Unemployed,F,0,Suburban,Married,67,2,49,1,3,Personal Auto,Personal L2,Hail,Web,321.6,Two-Door Car,Medsize,0
NE,Nebraska,308.7999917,No,Extended,Bachelor,1/16/2011,Disabled,F,18558,Suburban,Married,80,17,23,0,1,Special Auto,Special L1,Collision,Agent,384,Four-Door Car,Medsize,0
NE,Nebraska,444.3736209,No,Premium,Bachelor,1/1/2011,Employed,M,46384,Rural,Married,113,33,93,0,1,Corporate Auto,Corporate L1,Hail,Web,251.774574,Four-Door Car,Medsize,0
IA,Iowa,798.4086473,No,Basic,High School or Below,2/10/2011,Unemployed,F,0,Suburban,Single,72,1,77,0,2,Personal Auto,Personal L3,Hail,Call Center,866.208321,Two-Door Car,Large,0
IA,Iowa,718.0971028,No,Basic,College,1/9/2011,Employed,F,42303,Suburban,Married,180,24,66,0,1,Personal Auto,Personal L2,Hail,Agent,1210.920949,Luxury SUV,Medsize,0
MO,Missouri,1565.603434,No,Extended,Bachelor,2/2/2011,Employed,F,71731,Urban,Single,130,12,50,0,2,Corporate Auto,Corporate L2,Collision,Branch,599.648466,SUV,Medsize,0
IA,Iowa,578.0182197,Yes,Basic,High School or Below,2/26/2011,Employed,M,51066,Suburban,Single,74,23,0,0,8,Corporate Auto,Corporate L3,Hail,Call Center,787.993313,Four-Door Car,Medsize,1
MO,Missouri,2071.494043,No,Extended,College,2/1/2011,Unemployed,M,0,Suburban,Single,203,20,66,0,2,Corporate Auto,Corporate L1,Collision,Branch,2027.724442,Luxury Car,Small,0
OK,Oklahoma,533.7352409,No,Extended,Bachelor,2/14/2011,Unemployed,F,0,Suburban,Single,86,19,93,3,5,Personal Auto,Personal L3,Collision,Agent,619.2,Four-Door Car,Small,0
NE,Nebraska,505.0826183,No,Basic,College,2/25/2011,Unemployed,M,0,Rural,Married,69,16,45,0,6,Personal Auto,Personal L1,Scratch/Dent,Agent,72.852047,Two-Door Car,Medsize,0
NE,Nebraska,511.6624022,No,Basic,High School or Below,2/17/2011,Employed,F,26173,Suburban,Single,68,2,10,1,9,Corporate Auto,Corporate L1,Hail,Web,449.819671,Four-Door Car,Medsize,0
IA,Iowa,726.8736958,No,Basic,Bachelor,2/8/2011,Employed,M,24445,Suburban,Single,63,18,15,0,2,Personal Auto,Personal L3,Collision,Agent,302.4,Two-Door Car,Medsize,0
IA,Iowa,261.6613903,Yes,Basic,College,2/25/2011,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L3,Collision,Agent,316.8,Two-Door Car,Medsize,1
IA,Iowa,373.8436222,No,Basic,High School or Below,2/11/2011,Retired,M,27208,Suburban,Single,102,10,65,0,1,Personal Auto,Personal L2,Collision,Web,489.6,SUV,Medsize,0
MO,Missouri,272.5356404,Yes,Basic,Master,1/3/2011,Employed,F,36650,Rural,Married,69,2,70,1,1,Special Auto,Special L2,Hail,Web,56.60333,Four-Door Car,Large,1
NE,Nebraska,545.3861203,No,Basic,College,1/4/2011,Employed,M,30855,Urban,Married,68,7,15,0,7,Corporate Auto,Corporate L3,Hail,Web,259.060862,Four-Door Car,Medsize,0
NE,Nebraska,684.6150323,Yes,Extended,Bachelor,1/27/2011,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Collision,Call Center,456,Two-Door Car,Large,1
IA,Iowa,617.2914199,No,Extended,Master,1/27/2011,Employed,M,99960,Suburban,Married,76,19,83,0,4,Corporate Auto,Corporate L3,Collision,Agent,364.8,Four-Door Car,Small,0
NE,Nebraska,1034.632454,No,Extended,Bachelor,2/13/2011,Unemployed,F,0,Suburban,Single,98,1,15,0,2,Personal Auto,Personal L3,Collision,Agent,470.4,Four-Door Car,Large,0
OK,Oklahoma,699.7008618,No,Extended,Bachelor,1/8/2011,Employed,F,55873,Urban,Married,88,30,19,0,6,Personal Auto,Personal L2,Hail,Agent,299.356083,Four-Door Car,Small,0
NE,Nebraska,419.6257691,No,Premium,High School or Below,2/26/2011,Medical Leave,F,18052,Suburban,Divorced,111,5,71,0,1,Personal Auto,Personal L1,Scratch/Dent,Web,699.1679,Four-Door Car,Medsize,0
IA,Iowa,785.8109763,No,Basic,High School or Below,2/1/2011,Employed,F,28937,Rural,Divorced,104,28,23,2,6,Personal Auto,Personal L3,Collision,Call Center,117.959654,SUV,Medsize,0
IA,Iowa,606.4343994,No,Extended,High School or Below,1/16/2011,Unemployed,F,0,Suburban,Single,86,34,80,0,5,Personal Auto,Personal L3,Collision,Call Center,545.240341,Four-Door Car,Medsize,0
MO,Missouri,1749.752201,Yes,Basic,College,2/28/2011,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L2,Collision,Agent,350.4,Two-Door Car,Medsize,1
IA,Iowa,897.0647312,No,Basic,Doctor,2/6/2011,Medical Leave,M,12829,Urban,Married,118,33,1,0,9,Personal Auto,Personal L1,Hail,Call Center,328.231432,SUV,Medsize,0
IA,Iowa,592.3117229,No,Basic,Master,2/2/2011,Employed,F,92163,Rural,Married,73,3,79,0,6,Personal Auto,Personal L3,Scratch/Dent,Web,66.568642,Two-Door Car,Medsize,0
IA,Iowa,3585.059935,No,Basic,High School or Below,1/6/2011,Disabled,M,17588,Suburban,Single,192,24,92,0,2,Personal Auto,Personal L1,Collision,Web,1382.4,Luxury Car,Medsize,0
KS,Kansas,433.1460674,No,Basic,High School or Below,2/11/2011,Employed,F,82302,Suburban,Married,106,11,92,0,1,Personal Auto,Personal L2,Collision,Branch,722.178166,SUV,Medsize,0
NE,Nebraska,1330.933517,No,Extended,College,1/13/2011,Unemployed,M,0,Suburban,Divorced,127,19,40,0,2,Personal Auto,Personal L3,Collision,Call Center,609.6,SUV,Medsize,0
MO,Missouri,452.850489,No,Premium,High School or Below,2/25/2011,Employed,M,70340,Suburban,Married,113,5,56,0,1,Special Auto,Special L2,Collision,Agent,542.4,Four-Door Car,Small,0
IA,Iowa,279.1906514,No,Basic,High School or Below,2/6/2011,Unemployed,F,0,Suburban,Single,74,35,59,0,1,Personal Auto,Personal L1,Collision,Agent,532.8,Four-Door Car,Small,0
KS,Kansas,809.287696,Yes,Basic,College,2/5/2011,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L2,Collision,Agent,369.614729,SUV,Medsize,1
NE,Nebraska,799.600748,No,Extended,College,1/19/2011,Employed,M,93459,Suburban,Married,99,9,85,0,5,Personal Auto,Personal L3,Hail,Web,655.41333,Four-Door Car,Medsize,0
NE,Nebraska,512.9738992,No,Basic,Bachelor,1/25/2011,Employed,M,86148,Suburban,Married,65,19,51,2,4,Personal Auto,Personal L3,Other,Agent,312,Four-Door Car,Small,0
MO,Missouri,569.7175238,No,Basic,Bachelor,1/17/2011,Employed,F,27048,Suburban,Married,72,5,85,0,4,Corporate Auto,Corporate L3,Scratch/Dent,Agent,345.6,Four-Door Car,Medsize,0
IA,Iowa,921.7130629,No,Basic,College,2/27/2011,Employed,F,73259,Suburban,Married,115,7,31,0,4,Personal Auto,Personal L2,Other,Web,673.34265,SUV,Medsize,0
IA,Iowa,1020.892761,Yes,Extended,College,2/14/2011,Employed,F,35482,Suburban,Married,129,21,59,0,3,Corporate Auto,Corporate L2,Collision,Branch,619.2,SUV,Medsize,1
IA,Iowa,417.0687348,Yes,Basic,Master,1/17/2011,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L3,Hail,Branch,513.6,SUV,Large,1
IA,Iowa,450.5405812,No,Basic,College,2/15/2011,Employed,F,67801,Rural,Divorced,115,12,45,1,1,Personal Auto,Personal L3,Scratch/Dent,Web,23.810491,SUV,Medsize,0
MO,Missouri,310.7568648,No,Extended,High School or Below,1/19/2011,Unemployed,M,0,Suburban,Married,94,34,59,4,1,Personal Auto,Personal L3,Collision,Branch,451.2,Two-Door Car,Medsize,0
NE,Nebraska,552.8664986,No,Basic,High School or Below,2/7/2011,Medical Leave,M,16042,Suburban,Married,73,33,58,0,9,Personal Auto,Personal L3,Collision,Agent,350.4,Two-Door Car,Medsize,0
